cpu,mb,gpu,ram,psu,storage,total_price,benchmark_cpu,passmark_gpu,cpu_scaled,gpu_scaled,final_score,level
Intel Core i7-7700 @ 3.60GHz,MAINBOARD (1151) LONGWELL H110-D4C DDR4 (REV. 2.0),Radeon RX 7900 XT,RAM DDR4(3200) 16GB LEXAR (LD4AU016G-B3200GSST) x2 (Total: 32.0GB),POWER SUPPLY (80+ SILVER) 650W GIGABYTE P650SS (GP-650SS),1 TB SSD M.2 PCIe 4.0 SAMSUNG 990 PRO (MZ-V9P1T0BW) NVMe M.2 2280 (1 TB),51219.9784,8642,28996,0.05800250987113954,0.7336876291703571,0.42962932548570926,Entry Creator
Intel Core i9-13900KS,MAINBOARD (1700) ASROCK H610M-HDV/M.2+ DDR5,GeForce RTX 5090,RAM DDR5(5600) 96GB (48GBX2) G.SKILL TRIDENT Z5 RGB BLACK (F5-5600J4040D48GX2-TZ x2 (Total: 192.0GB),POWER SUPPLY (80+ GOLD) 850W THERMALTAKE TOUGHPOWER GT,1 TB SSD M.2 PCIe 3.0 SANDISK PLUS G26 (SDSSDA3N-1T00-G26) NVMe M.2 2280 (1 TB),300603.1976,60519,38918,0.8519329068592941,1.0,0.9333698080866824,Ultimate Workstation
Intel Core i9-10900F @ 2.80GHz,MAINBOARD (1200) LONGWELL H410-VH DDR4,GeForce RTX 4070 SUPER,RAM DDR4(3200) 16GB HIKSEMI FUTURE WHITE RGB (HSC416U32F4) x2 (Total: 32.0GB),POWER SUPPLY (80+GOLD) 1000W THERMALTAKE TOUGHPOWER GT SNOW (PS-TPT-1000FNFAGE-W),1 TB SSD M.2 PCIe 5.0 WD BLACK SN8100 (WDS100T1X0M) NVMe M.2 2280 (1 TB),57363.512,19774,29966,0.22836766551375837,0.7597230050728722,0.520613102271271,Pro Creator
Intel Xeon E3-1270 v5 @ 3.60GHz,MAINBOARD (1151) LONGWELL H110-D4C DDR4 (REV. 2.0),RTX A5000,RAM DDR4(3200) 16GB LEXAR (LD4AU016G-B3200GSST) x2 (Total: 32.0GB),POWER SUPPLY (80+ GOLD) 850W ASUS ROG STRIX AURA GAMIN G850G,1 TB SSD M.2 PCIe 3.0 SANDISK PLUS G26 (SDSSDA3N-1T00-G26) NVMe M.2 2280 (1 TB),110428.044,8319,23015,0.053059288053625545,0.5731540381673242,0.33911140061615985,Entry Creator
AMD Ryzen 7 1700X,MAINBOARD (AM4) MSI B550M PRO VDH WIFI DDR4,GeForce RTX 3080,RAM DDR4(2666) 16GB BLACKBERRY MAXIMUS x2 (Total: 32.0GB),POWER SUPPLY (80+ BRONZE) 750W AEROCOOL LUX RGB,1 TB SSD M.2 PCIe 3.0 WD RED NAS SN700 (WDS100T1R0C) NVMe M.2 2280 (1 TB),35614.0888,15623,25040,0.16484037831716197,0.6275062404380384,0.41930660248364404,Entry Creator
Intel Core i7-13700F,MAINBOARD (1700) MSI PRO B760M-P DDR5,Quadro P1000,RAM DDR5(5600) 96GB (48GBX2) G.SKILL TRIDENT Z5 NEO RGB BLACK (F5-5600J4040D48GX x2 (Total: 192.0GB),POWER SUPPLY (80+ PLATINUM) 1000W ASUS ROG LOKI 1000P SFX,1 TB SSD M.2 PCIe 4.0 HIKSEMI FUTURE LITE NVMe M.2 2280 (1 TB),170107.1696,38017,4498,0.5075602216032566,0.07614676436642778,0.27028282012300076,Entry Creator
AMD Ryzen 7 9850X3D,MAINBOARD (AM5) GIGABYTE B650M D3HP DDR5,TITAN V,RAM DDR5(5600) 32GB (16GBX2) CORSAIR VENGEANCE RGB BLACK (CMH32GX5M2B5600C40K) x2 (Total: 64.0GB),POWER SUPPLY (80+ GOLD) 750W COOLER MASTER MWE V3 NM FR (MPE-7506-ACAG-BTH),1 TB SSD M.2 PCIe 3.0 WD RED NAS SN700 (WDS100T1R0C) NVMe M.2 2280 (1 TB),79138.88,41835,20072,0.5659912460591963,0.49416217086721953,0.5264852547036091,Pro Creator
AMD Ryzen 7 1700,MAINBOARD (AM4) GIGABYTE A520M S2H DDR4 (REV. 1.3),Radeon Pro W5500,RAM DDR4(3200) 32GB (16GBX2) CORSAIR VENGEANCE LPX BLACK (CMK32GX4M2E3200C16) x2 (Total: 64.0GB),POWER SUPPLY (80+ WHITE) 650W THERMALTAKE TR2 S (PS-TRS-0650NNSAWE-H),1 TB SSD M.2 PCIe 5.0 LEXAR NM990 NVMe M.2 2280 (1 TB),40952.6888,14763,8940,0.15167885892687705,0.19537268164371793,0.17571046142113955,Entry Creator
Intel Core i9-11900F @ 2.50GHz,MAINBOARD (1200) LONGWELL H410-VH DDR4,RTX PRO 5000 Blackwell,RAM DDR4(3200) 16GB APACER NOX WHITE (AH4U16G32C28YMWAA-1) x2 (Total: 32.0GB),POWER SUPPLY (CYBENETICS GOLD) 750W EINAREX NEXUS MASTER L1 BLACK (EXPS-NL1-750-BK),1 TB SSD M.2 PCIe 4.0 WD BLACK SN7100 (WDS100T4X0E) NVMe M.2 2280 (1 TB),203945.76,22089,31628,0.2637966392213278,0.8043320718254287,0.5610911271535833,Pro Creator
Intel Core i7-7820EQ @ 3.00GHz,MAINBOARD (1151) LONGWELL H110-D4C DDR4 (REV. 2.0),RTX A400,RAM DDR4(3200) 16GB KINGSTON FURY BEAST RGB (KF432C16BB12A/16WP) x2 (Total: 32.0GB),POWER SUPPLY (80+ GOLD) 1000W NZXT CORE (PA-0G3BB-US),1 TB SSD M.2 PCIe 4.0 HIKSEMI FUTURE LITE NVMe M.2 2280 (1 TB),37723.36,7061,5990,0.033806739922255205,0.11619293018761573,0.0791191445682035,Entry Creator
AMD Ryzen 7 5700G,MAINBOARD (AM4) GIGABYTE B550 EAGLE WIFI6 DDR4 (REV. 1.0),TITAN RTX,RAM DDR4(3200) 16GB (8GBX2) APACER NOX RGB BLACK (AH4U16G32C28YNBAA-2) x2 (Total: 32.0GB),POWER SUPPLY (80+ BRONZE) 750W ITSONAS DARK FOREST WHITE SFX,1 TB SSD M.2 PCIe 4.0 KLEVV CRAS C910G (K01TBM2SP0-10G) NVMe M.2 2280 (1 TB),65282.880000000005,24317,20006,0.2978941568975544,0.4923906916821,0.4048672510290545,Entry Creator
Intel Core i9-11900F @ 2.50GHz,MAINBOARD (1200) LONGWELL H510-PRO DDR4,Radeon Pro WX 5100,RAM DDR4(3200) 32GB (16GBX2) APACER PANTHER GOLDEN (AH4U32G32C28Y7GAA-2) x2 (Total: 64.0GB),POWER SUPPLY (80+ BRONZE) 750W ITSONAS DARK FOREST SFX,1 TB SSD M.2 PCIe 3.0 HIKSEMI CITY E3000 NVMe M.2 2280 (1 TB),51895.759999999995,22089,5466,0.2637966392213278,0.10212845908151488,0.17487914014443068,Entry Creator
AMD Ryzen 9 PRO 7945,MAINBOARD (AM5) ASUS PRIME B850M-K,RTX A400,RAM DDR5(5200) 32GB (16GBX2) ZADAK SPARK RGB (ZD5-SPR52C50-32G2W2) x2 (Total: 64.0GB),POWER SUPPLY (80+ GOLD) 850W COOLER MASTER MWE V3 (MPE-8506-ACAG-BTH),1 TB SSD M.2 PCIe 3.0 WD RED NAS SN700 (WDS100T1R0C) NVMe M.2 2280 (1 TB),67702.5136,46933,5990,0.6440115086774203,0.11619293018761573,0.3537112905080278,Entry Creator
Intel Core i9-9980XE @ 3.00GHz,MAINBOARD (1151V2) LONGWELL H310-D4N V3 DDR4,Quadro RTX 4000,RAM DDR4(3200) 16GB BLACKBERRY PRO SERIES WHITE x2 (Total: 32.0GB),POWER SUPPLY (80+ GOLD) 1000W ASUS ROG STRIX AURA GAMING 1000G,1 TB SSD M.2 PCIe 4.0 SANDISK EXTREME G26 (SDSSDX3N-1T00-G26) NVMe M.2 2280 (1 TB),71213.8488,31480,14892,0.4075173701447767,0.3551278954290469,0.3787031590511253,Entry Creator
Intel Xeon E3-1280 v6 @ 3.90GHz,MAINBOARD (1151) LONGWELL H110-D4C DDR4 (REV. 2.0),Quadro M2200,RAM DDR4(3200) 16GB ADATA D35G XPG WHITE (AX4U320016G16A-SWHD35) x2 (Total: 32.0GB),POWER SUPPLY (CYBENETICS PLATINUM) 850W MONTECH CENTURY II,1 TB SSD M.2 PCIe 3.0 WD RED NAS SN700 (WDS100T1R0C) NVMe M.2 2280 (1 TB),41459.44,9093,4288,0.06490465550488199,0.07051023968650186,0.06798772680477291,Entry Creator
Intel Core i9-10900 @ 2.80GHz,MAINBOARD (1200) LONGWELL H510-PRO DDR4,RTX A5500,RAM DDR4(3200) 32GB (16GBX2) KINGSTON FURY BEAST RGB (KF432C16BB12AK2/32WP) x2 (Total: 64.0GB),POWER SUPPLY (80+ GOLD) 850W DTECH PW072A,1 TB SSD M.2 PCIe 4.0 WD BLACK SN7100 (WDS100T4X0E) NVMe M.2 2280 (1 TB),112345.71919999999,19120,21216,0.21835878914021611,0.5248678100759588,0.38693875065487465,Entry Creator
Intel Core i7-6700T @ 2.80GHz,MAINBOARD (1151) LONGWELL H110-D4C DDR4 (REV. 2.0),Quadro P520,RAM DDR4(3200) 16GB APACER NOX BLACK (AH4U16G32C28YMBAA-1) x2 (Total: 32.0GB),POWER SUPPLY (SATA) 580W TSUNAMI EXTREME+PRO,1 TB SSD M.2 PCIe 5.0 LEXAR NM990 NVMe M.2 2280 (1 TB),70175.88,6990,2017,0.03272014936794099,0.009555251362160129,0.019979455464761514,Entry Creator
Intel Xeon E3-1230 v5 @ 3.40GHz,MAINBOARD (1151) LONGWELL H110-D4C DDR4 (REV. 2.0),Radeon RX 7900 GRE,RAM DDR4(3200) 16GB HYNIX 16 CHIP x2 (Total: 32.0GB),POWER SUPPLY (80+ GOLD) 1000W ASUS ROG STRIX AURA GAMING 1000G,1 TB SSD M.2 PCIe 5.0 WD BLACK SN8100 (WDS100T1X0M) NVMe M.2 2280 (1 TB),56010.444,7927,27291,0.04706008386642588,0.6879244168881015,0.39953546702834747,Entry Creator
AMD Ryzen 7 9700X,MAINBOARD (AM5) ASROCK B850 LIVEMIXER WIFI DDR5,Quadro P620,RAM DDR5(5200) 64GB (32GBX2) KINGSTON FURY BEAST (KF552C40BBK2-64) x2 (Total: 128.0GB),POWER SUPPLY (80+ BRONZE) 750W COOLER MASTER MWE V2 230V (MPE-7501-ACABW-BTH),1 TB SSD M.2 PCIe 4.0 KLEVV CRAS C910G (K01TBM2SP0-10G) NVMe M.2 2280 (1 TB),84009.2968,37087,3703,0.49332741575097183,0.05480849236385108,0.25214200788805546,Entry Creator
AMD Ryzen 7 1700X,MAINBOARD (AM4) ASROCK B450M PRO4 DDR4 R2.0,Radeon Pro WX 5100,RAM DDR4(3200) 16GB HIKSEMI FUTURE WHITE RGB (HSC416U32F4) x2 (Total: 32.0GB),POWER SUPPLY (80+ WHITE) 650W THERMALTAKE TR2 S,1 TB SSD M.2 PCIe 4.0 KLEVV CRAS C910G (K01TBM2SP0-10G) NVMe M.2 2280 (1 TB),31134.088799999998,15623,5466,0.16484037831716197,0.10212845908151488,0.13034882273755607,Entry Creator
Intel Core i9-10900F @ 2.80GHz,MAINBOARD (1200) LONGWELL H410-VH DDR4,Quadro RTX 6000,RAM DDR4(3200) 16GB LEXAR THOR OC DARK GREY (LD4BU016G-R3200GSXG) x2 (Total: 32.0GB),POWER SUPPLY (80+ BRONZE) 850W THERMALTAKE SMART BX3 (ATX 3.1),1 TB SSD M.2 PCIe 4.0 SANDISK EXTREME G26 (SDSSDX3N-1T00-G26) NVMe M.2 2280 (1 TB),251303.512,19774,17826,0.22836766551375837,0.4338781973857262,0.3413984580433407,Entry Creator
Intel Core i7-6700K @ 4.00GHz,MAINBOARD (1151) LONGWELL H110-D4C DDR4 (REV. 2.0),Quadro M5000,RAM DDR4(3200) 16GB HYNIX 16 CHIP x2 (Total: 32.0GB),POWER SUPPLY (80+ PLATINUM) 1500W CORSAIR HX1500i (CP-9020261-NA),1 TB SSD M.2 PCIe 4.0 KLEVV CRAS C910G (K01TBM2SP0-10G) NVMe M.2 2280 (1 TB),45984.5496,8938,9396,0.06253252119616785,0.20761199237727138,0.1423262303457748,Entry Creator
AMD Ryzen 7 3800XT,MAINBOARD (AM4) ASUS PRIME A520M-K/CSM (DDR4),Radeon Pro 555,RAM DDR4(3200) 16GB (8GBX2) APACER NOX RGB BLACK (AH4U16G32C28YNBAA-2) x2 (Total: 32.0GB),POWER SUPPLY (80+ BRONZE) 650W ITSONAS DARK FOREST WHITE SFX,1 TB SSD M.2 PCIe 5.0 SAMSUNG 9100 PRO (MZ-VAP1T0BW) NVMe M.2 2280 (1 TB),62817.6,23438,3140,0.28444185975329805,0.03969723810290684,0.1498323178455829,Entry Creator
Intel Xeon E3-1240L v5 @ 2.10GHz,MAINBOARD (1151) LONGWELL H110-D4C DDR4 (REV. 2.0),GeForce RTX 4090,RAM DDR4(3200) 16GB BLACKBERRY PRO SERIES BLACK x2 (Total: 32.0GB),POWER SUPPLY (80+ GOLD) 1350W THERMALTAKE TOUGHPOWER GF3,1 TB SSD M.2 PCIe 4.0 KLEVV CRAS C910G (K01TBM2SP0-10G) NVMe M.2 2280 (1 TB),102201.36,6547,38093,0.025940436472712797,0.9778565101860053,0.5494942770150237,Pro Creator
AMD Ryzen 7 PRO 7745,MAINBOARD (AM5) COLORFUL BATTLE-AX X870A-GHA V14 WIFI,Radeon PRO W6800,RAM DDR5(5200) 32GB (16GBX2) APACER GAMING BLACK (AH5U32G52C5227BAA-2) x2 (Total: 64.0GB),POWER SUPPLY (80+ BRONZE) 650W SEGOTEP BN650W ID PCIE 5.1,1 TB SSD M.2 PCIe 3.0 HIKSEMI CITY E3000 NVMe M.2 2280 (1 TB),120651.08559999999,34826,20158,0.4587248630283738,0.49647046192661776,0.479484942422408,Entry Creator
Intel Core i7-12800HE,MAINBOARD (1700) ASUS H610M-K DDR5,TITAN V,RAM DDR5(4800) 16GB ADATA (AD5U480016G-B) x2 (Total: 32.0GB),POWER SUPPLY (80+ BRONZE) 750W ITSONAS DARK FOREST SFX,1 TB SSD M.2 PCIe 3.0 SANDISK PLUS G26 (SDSSDA3N-1T00-G26) NVMe M.2 2280 (1 TB),65961.72,26096,20072,0.32512013712466714,0.49416217086721953,0.418093255683071,Entry Creator
Intel Core i7-10700KF @ 3.80GHz,MAINBOARD (1200) LONGWELL H410-VH DDR4,Quadro M2200,RAM DDR4(3200) 16GB KINGSTON VALUE RAM (KVR32N22D8/16WP) x2 (Total: 32.0GB),POWER SUPPLY (80+ BRONZE) 650W ANTEC ATOM B650,1 TB SSD M.2 PCIe 4.0 WD SN5000 BLUE (WDS100T4B0E) NVMe M.2 2280 (1 TB),30120.2808,18352,4288,0.20660524624284532,0.07051023968650186,0.13175299263685641,Entry Creator
AMD Ryzen 7 8700G,MAINBOARD (AM5) GIGABYTE B850M C DDR5 WIFI7 (REV 1.0),Quadro P600,RAM DDR5(6400) 32GB (16GBX2) ZADAK SPARK RGB (ZD5-SPR64C55-32G2W2) x2 (Total: 64.0GB),POWER SUPPLY (80+ BRONZE) 650W EINAREX AXIS MASTER L1 WHITE (EXPS-AMH1-650-WH),2 TB SSD M.2 PCIe 5.0 LEXAR NQ790 NVMe M.2 2280 (2 TB),60553.520000000004,31657,3326,0.4102261944844051,0.04468958853369836,0.20918106121151642,Entry Creator
Intel Core i7-6700K @ 4.00GHz,MAINBOARD (1151) LONGWELL H110-D4C DDR4 (REV. 2.0),Radeon Pro Duo,RAM DDR4(3200) 16GB LEXAR THOR OC DARK GREY (LD4BU016G-R3200GSXG) x2 (Total: 32.0GB),POWER SUPPLY (80+ WHITE) 750W MONTECH AP750,1 TB SSD M.2 PCIe 3.0 SANDISK PLUS G26 (SDSSDA3N-1T00-G26) NVMe M.2 2280 (1 TB),157159.5496,8938,8298,0.06253252119616785,0.178141020479373,0.1261171958019307,Entry Creator
Intel Core i7-9700KF @ 3.60GHz,MAINBOARD (1151V2) LONGWELL H310-D4N V3 DDR4,Quadro M6000,RAM DDR4(3200) 32GB (16GBX2) KINGSTON FURY BEAST RGB (KF432C16BB12AK2/32WP) x2 (Total: 64.0GB),POWER SUPPLY (80+ GOLD) 1000W ASUS ROG STRIX AURA GAMING 1000G,1 TB SSD M.2 PCIe 4.0 KINGSTON NV3 (SNV3S/1000G) NVMe M.2 2280 (1 TB),210137.9224,14247,11734,0.14378194729270605,0.27036530048044666,0.2134027915459634,Entry Creator
Intel Core i7-10700T @ 2.00GHz,MAINBOARD (1200) LONGWELL H510-PRO DDR4,GeForce RTX 3090,RAM DDR4(3200) 32GB (16GBx2) BLACKBERRY 3200 PRO SERIES WHITE x2 (Total: 64.0GB),POWER SUPPLY (80+ GOLD) 850W ANTEC GSK V2 WHITE,2 TB SSD M.2 PCIe 5.0 LEXAR NQ790 NVMe M.2 2280 (2 TB),55511.28,12904,26557,0.12322855131462153,0.6682234211020747,0.4229757296977208,Entry Creator
Intel Core i7-13700F,MAINBOARD (1700) LONGWELL B760M-AV DDR4,Quadro P600,RAM DDR4(3200) 16GB BLACKBERRY 8 CHIP x2 (Total: 32.0GB),POWER SUPPLY (80+ GOLD) 1000W ASUS ROG STRIX AURA GAMING 1000G,1 TB SSD M.2 PCIe 4.0 WD BLACK SN7100 (WDS100T4X0E) NVMe M.2 2280 (1 TB),41332.1696,38017,3326,0.5075602216032566,0.04468958853369836,0.2529813734149996,Entry Creator
Intel Core i9-10920X @ 3.50GHz,MAINBOARD (1200) LONGWELL H510-PRO DDR4,Radeon Pro SSG,RAM DDR4(3200) 16GB ADATA D35G XPG WHITE (AX4U320016G16A-SWHD35) x2 (Total: 32.0GB),POWER SUPPLY (CYBENETICS GOLD) 750W EINAREX NEXUS MASTER L1 BLACK (EXPS-NL1-750-BK),1 TB SSD M.2 PCIe 5.0 SAMSUNG 9100 PRO (MZ-VAP1T0BW) NVMe M.2 2280 (1 TB),115534.2104,25818,10971,0.32086559946129595,0.24988592747671576,0.2818267798697769,Entry Creator
Intel Core i9-14900KS,MAINBOARD (1700) ASROCK B760 PRO RS DDR5,Radeon Pro,RAM DDR5(5200) 16GB (8GBX2) KINGSTON FURY BEAST (KF552C40BBK2-16) x2 (Total: 32.0GB),POWER SUPPLY (80+ GOLD) 1200W ASUS TUF GAMING 1200G,1 TB SSD M.2 PCIe 5.0 WD BLACK SN8100 (WDS100T1X0M) NVMe M.2 2280 (1 TB),88826.0728,60309,2559,0.8487190474732943,0.024102853155111785,0.3951801405982939,Entry Creator
Intel Core i9-10900F @ 2.80GHz,MAINBOARD (1200) LONGWELL H510-PRO DDR4,GeForce RTX 4070 Ti,RAM DDR4(3200) 16GB HYNIX 16 CHIP x2 (Total: 32.0GB),POWER SUPPLY (80+ GOLD) 1000W SEGOTEP GM1000W,1 TB SSD M.2 PCIe 5.0 SAMSUNG 9100 PRO (MZ-VAP1T0BW) NVMe M.2 2280 (1 TB),59933.512,19774,31568,0.22836766551375837,0.8027216362025927,0.5442623493926173,Pro Creator
Intel Core i7-13790F,MAINBOARD (1700) LONGWELL B760M-AV DDR4,RTX A4500,RAM DDR4(3200) 16GB BLACKBERRY 8 CHIP x2 (Total: 32.0GB),POWER SUPPLY (80+ WHITE) 750W THERMALTAKE TR2 S (PS-TRS-0750NNSAWE-H),1 TB SSD M.2 PCIe 4.0 KLEVV CRAS C925G (K01TBM2SP0-25G) NVMe M.2 2280 (1 TB),63744.7088,42202,21101,0.5716078479385387,0.5217811417988565,0.5442031595617135,Pro Creator
Intel Core i9-13900E,MAINBOARD (1700) MSI PRO H610M-S DDR4,Radeon Pro WX 5100,RAM DDR4(2666) 16GB BLACKBERRY MAXIMUS GRAY x2 (Total: 32.0GB),POWER SUPPLY (80+ BRONZE) 750W AEROCOOL LUX RGB,1 TB SSD M.2 PCIe 5.0 WD BLACK SN8100 (WDS100T1X0M) NVMe M.2 2280 (1 TB),46530.479999999996,40303,5466,0.5425453766337118,0.10212845908151488,0.30031607198000354,Entry Creator
Intel Xeon E E-2434,MAINBOARD (1700) GIGABYTE H610M S2H V2 DDR4 (REV. 1.0),Quadro M5000,RAM DDR4(3200) 16GB (8GBX2) BLACKBERRY MAXIMUS x2 (Total: 32.0GB),POWER SUPPLY (80+ GOLD) 1000W SEGOTEP GM1000W,1 TB SSD M.2 PCIe 5.0 SAMSUNG 9100 PRO (MZ-VAP1T0BW) NVMe M.2 2280 (1 TB),47754.72,15137,9396,0.15740258945241958,0.20761199237727138,0.18501776106108808,Entry Creator
Intel Core i7-9800X @ 3.80GHz,MAINBOARD (1151V2) LONGWELL H310-D4N V3 DDR4,GeForce RTX 4070,RAM DDR4(2666) 16GB BLACKBERRY MAXIMUS x2 (Total: 32.0GB),POWER SUPPLY (80+ BRONZE) 750W EINARE AXIS MASTER L1 Black (EXPS-AMH1-750-BK),2 TB SSD M.2 PCIe 5.0 LEXAR NQ790 NVMe M.2 2280 (2 TB),42065.1168,18145,26914,0.20343729913378839,0.6778055130579488,0.46433981679207664,Entry Creator
Intel Core i7-10700F @ 2.90GHz,MAINBOARD (1200) LONGWELL H410-VH DDR4,Radeon Pro WX 5100,RAM DDR4(3200) 16GB LEXAR (LD4AU016G-B3200GSST) x2 (Total: 32.0GB),POWER SUPPLY (80+ GOLD) 1000W SEGOTEP GM1000W WHITE,1 TB SSD M.2 PCIe 4.0 HIKSEMI FUTURE LITE NVMe M.2 2280 (1 TB),37214.4,16099,5466,0.17212512625876158,0.10212845908151488,0.1336269593112759,Entry Creator
Intel Core i7-9700F @ 3.00GHz,MAINBOARD (1151V2) GIGABYTE H310M M.2 2.0 DDR4 (REV. 1.3),Radeon Pro Duo,RAM DDR4(3200) 16GB (8GBX2) APACER NOX RGB BLACK (AH4U16G32C28YNBAA-2) x2 (Total: 32.0GB),POWER SUPPLY (80+ GOLD) 850W MSI MAG A850GN PCIE5,1 TB SSD M.2 PCIe 4.0 SANDISK EXTREME G26 (SDSSDX3N-1T00-G26) NVMe M.2 2280 (1 TB),162655.3624,13165,8298,0.12722291940864988,0.178141020479373,0.15522787499754762,Entry Creator
Intel Core i7-12800HE,MAINBOARD (1700) ASUS PRIME B760M-A WIFI DDR5,Radeon RX 7900 GRE,RAM DDR5(5200) 32GB (16GBX2) ZADAK SPARK RGB (ZD5-SPR52C50-32G2W2) x2 (Total: 64.0GB),POWER SUPPLY (80+ BRONZE) 750W MSI MAG A750BN PCIE5,1 TB SSD M.2 PCIe 3.0 HIKSEMI CITY E3000 NVMe M.2 2280 (1 TB),70961.72,26096,27291,0.32512013712466714,0.6879244168881015,0.5246624909945561,Pro Creator
Intel Core i7-13800HRE,MAINBOARD (1700) ASROCK H610M-HVS/M.2 R2.0 DDR4,Radeon Pro WX 5100,RAM DDR4(3200) 16GB (8GBX2) ADATA D35G XPG RGB BLACK (AX4U32008G16A-DTBKD35G) x2 (Total: 32.0GB),POWER SUPPLY 650W DTECH PW036,1 TB SSD M.2 PCIe 4.0 WD BLACK SN7100 (WDS100T4X0E) NVMe M.2 2280 (1 TB),42770.520000000004,19884,5466,0.2300511156683297,0.10212845908151488,0.15969365454558154,Entry Creator
Intel Core i7-6900K @ 3.20GHz,MAINBOARD (1151) LONGWELL H110-D4C DDR4 (REV. 2.0),GeForce RTX 4070 Ti,RAM DDR4(3200) 16GB CORSAIR VENGEANCE LPX BLACK (CMK16GX4M1E3200C16) x2 (Total: 32.0GB),POWER SUPPLY (80+GOLD) 1000W THERMALTAKE TOUGHPOWER GT SNOW (PS-TPT-1000FNFAGE-W),1 TB SSD M.2 PCIe 5.0 WD BLACK SN8100 (WDS100T1X0M) NVMe M.2 2280 (1 TB),51390.880000000005,14649,31568,0.14993419240304856,0.8027216362025927,0.5089672864927979,Pro Creator
Intel Core i9-10900KF @ 3.70GHz,MAINBOARD (1200) LONGWELL H410-VH DDR4,GeForce RTX 4080,RAM DDR4(3200) 16GB HIKSEMI ARMOR WHITE (HSC416U32E2) x2 (Total: 32.0GB),POWER SUPPLY (80+ GOLD) 850W ASUS TUF GAMING 850G,2 TB SSD M.2 PCIe 4.0 KINGSTON NV3 (SNV3S/2000G) NVMe M.2 2280 (2 TB),69628.8648,22213,34436,0.2656943466682991,0.8797004589741524,0.6033977084365184,Pro Creator
Intel Core i7-10700E @ 2.90GHz,MAINBOARD (1200) LONGWELL H410-VH DDR4,RTX A6000,RAM DDR4(3200) 16GB HIKSEMI (HSC416U32Z1) x2 (Total: 32.0GB),POWER SUPPLY (80+ GOLD) 850W CORSAIR SERIES RM850E WHITE (CP-9020293-NA),1 TB SSD M.2 PCIe 4.0 KINGSTON NV3 (SNV3S/1000G) NVMe M.2 2280 (1 TB),171499.6,16086,22795,0.17192617305867586,0.5672491075502589,0.38935378702904655,Entry Creator
Intel Core i7-12700,MAINBOARD (1700) ASUS B760M-AYW WIFI DDR5,Radeon Pro W5500,RAM DDR5(5600) 32GB (16GBX2) CORSAIR VENGEANCE RGB BLACK (CMH32GX5M2B5600C40K) x2 (Total: 64.0GB),POWER SUPPLY (80+ GOLD) 1000W SEGOTEP GM1000W,1 TB SSD M.2 PCIe 4.0 WD SN5000 BLUE (WDS100T4B0E) NVMe M.2 2280 (1 TB),66657.944,29989,8940,0.384698968504178,0.19537268164371793,0.28056951073092495,Entry Creator
Intel Core i9-10900E @ 2.80GHz,MAINBOARD (1200) LONGWELL H410-VH DDR4,Quadro P1000,RAM DDR4(3200) 16GB BLACKBERRY 16 CHIP (BBR16G32D16C) x2 (Total: 32.0GB),POWER SUPPLY (80+ BRONZE) 750W COOLER MASTER MWE V2 230V (MPE-7501-ACABW-BTH),1 TB SSD M.2 PCIe 4.0 SAMSUNG 990 PRO (MZ-V9P1T0BW) NVMe M.2 2280 (1 TB),39617.28,19048,4498,0.2172568944935876,0.07614676436642778,0.1396463229236497,Entry Creator
Intel Core i7-10700KF @ 3.80GHz,MAINBOARD (1200) LONGWELL H410-VH DDR4,Radeon Pro WX 3200,RAM DDR4(3200) 16GB HYNIX 16 CHIP x2 (Total: 32.0GB),POWER SUPPLY (80+ BRONZE) 750W ASUS TUF GAMING 750B,1 TB SSD M.2 PCIe 4.0 SANDISK EXTREME G26 (SDSSDX3N-1T00-G26) NVMe M.2 2280 (1 TB),27590.2808,18352,2222,0.20660524624284532,0.015057573073516385,0.1012540259997144,Entry Creator
Intel Core i7-6700T @ 2.80GHz,MAINBOARD (1151) LONGWELL H110-D4C DDR4 (REV. 2.0),GeForce RTX 4070 SUPER,RAM DDR4(3200) 16GB (8GBX2) KINGBANK KJXS (KBK-KJXS16G32) x2 (Total: 32.0GB),POWER SUPPLY (80+ BRONZE) 650W DTECH PW023A,2 TB SSD M.2 PCIe 4.0 KINGSTON NV3 (SNV3S/2000G) NVMe M.2 2280 (2 TB),43870.880000000005,6990,29966,0.03272014936794099,0.7597230050728722,0.4325717200056532,Entry Creator
Intel Core i7-7700K @ 4.20GHz,MAINBOARD (1151) LONGWELL H110-D4C DDR4 (REV. 2.0),TITAN RTX,RAM DDR4(3200) 32GB (16GBX2) KINGSTON FURY BEAST (KF432C16BB1K2/32) x2 (Total: 64.0GB),POWER SUPPLY (80+ BRONZE) 650W ANTEC ATOM B650,2 TB SSD M.2 PCIe 5.0 LEXAR NQ790 NVMe M.2 2280 (2 TB),69871.68,9633,20006,0.07316886535459581,0.4923906916821,0.30374086983472315,Entry Creator
Intel Xeon E3-1275 v5 @ 3.60GHz,MAINBOARD (1151) LONGWELL H110-D4C DDR4 (REV. 2.0),RTX PRO 4500 Blackwell,RAM DDR4(3200) 16GB LEXAR THOR OC DARK GREY (LD4BU016G-R3200GSXG) x2 (Total: 32.0GB),POWER SUPPLY (80+ PLATINUM) 1000W ASUS ROG LOKI 1000P SFX,1 TB SSD M.2 PCIe 4.0 HIKSEMI FUTURE LITE NVMe M.2 2280 (1 TB),123638.5248,8305,32430,0.052845030761225556,0.8258582279840029,0.4780022892337531,Entry Creator
